Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Jane,2019-02-01 13:39:50,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Catwalk: Tales from the Cat Show Circuit,GMAIL.COM,,,,0
Jane,2019-02-01 13:39:50,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Catwalk: Tales from the Cat Show Circuit,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-02-01 13:12:30,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Russian Doll,GMAIL.COM,,,APPLE_iPhone8-4,0
Jane,2019-02-01 13:12:30,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Russian Doll,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-02-01 10:50:35,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,Russian Doll,GMAIL.COM,,,,0
Jane,2019-01-31 23:58:57,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Catwalk: Tales from the Cat Show Circuit,GMAIL.COM,,,,0
Jane,2019-01-28 13:20:14,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,The Good Place,GMAIL.COM,,,,0
Jane,2019-01-28 13:20:14,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,The Good Place,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-27 21:03:30,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,The Good Place,GMAIL.COM,,,,0
Jane,2019-01-25 00:45:08,WII_DEVICE_RETIREMENT,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2019-01-24 14:35:13,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,Titans,GMAIL.COM,,,,0
Jane,2019-01-24 14:35:13,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,Titans,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-24 14:35:06,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,Titans,GMAIL.COM,,,,0
Jane,2019-01-24 12:48:08,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Conversations with a Killer: The Ted Bundy Tapes,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-24 12:43:39,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Conversations with a Killer: The Ted Bundy Tapes,GMAIL.COM,,,,0
Jane,2019-01-24 10:13:18,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,Conversations with a Killer: The Ted Bundy Tapes,GMAIL.COM,,,,0
Jane,2019-01-20 17:47:23,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,The Bookshop,GMAIL.COM,,,,0
Jane,2019-01-20 17:47:23,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,The Bookshop,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-20 17:47:23,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,The Bookshop,GMAIL.COM,,,,0
Jane,2019-01-18 13:46:10,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,GB,,,Star Trek: Discovery,GMAIL.COM,,,,0
Jane,2019-01-18 13:46:10,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,Star Trek: Discovery,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-18 11:17:57,EMAIL_NEW_SEASON_ALERT,EMAIL,GB,en-GB,en-GB,Star Trek: Discovery,GMAIL.COM,,,,0
Jane,2019-01-17 17:28:36,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,The Last Laugh,GMAIL.COM,,,,0
Jane,2019-01-17 17:28:36,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,The Last Laugh,GMAIL.COM,,,,0
Jane,2019-01-17 17:28:36,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,The Last Laugh,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-14 12:13:14,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Mary Shelley,GMAIL.COM,,,,0
Jane,2019-01-14 12:13:14,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Mary Shelley,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-13 21:25:01,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Mary Shelley,GMAIL.COM,,,,0
Jane,2019-01-11 13:49:56,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Death Wish (2018),GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-11 13:44:12,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Death Wish (2018),GMAIL.COM,,,,0
Jane,2019-01-11 12:53:47,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Sex Education,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-11 12:46:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Sex Education,GMAIL.COM,,,,0
Jane,2019-01-11 11:10:57,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,Sex Education,GMAIL.COM,,,,0
Jane,2019-01-10 20:49:11,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Death Wish (2018),GMAIL.COM,,,,0
Jane,2019-01-06 15:19:45,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,ROMA,GMAIL.COM,,,,0
Jane,2019-01-06 15:19:45,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,ROMA,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-06 15:19:45,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,ROMA,GMAIL.COM,,,,0
Jane,2019-01-04 13:57:21,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,Roman Empire,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2019-01-04 13:57:20,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,Roman Empire,GMAIL.COM,,,,0
Jane,2019-01-03 20:55:38,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,Roman Empire,GMAIL.COM,,,,0
Jane,2018-12-30 13:28:15,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Overboard (2018),GMAIL.COM,,,,0
Jane,2018-12-30 13:28:15,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Overboard (2018),GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-30 13:01:01,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Overboard (2018),GMAIL.COM,,,,0
Jane,2018-12-29 20:32:05,NEW_DEVICE_LOGIN,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-12-29 12:28:18,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Black Mirror: Bandersnatch,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-29 12:28:17,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Black Mirror: Bandersnatch,GMAIL.COM,,,,0
Jane,2018-12-27 15:55:12,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Our Kind of Traitor,GMAIL.COM,,,chrome-cadmium,0
Jane,2018-12-27 15:55:12,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Our Kind of Traitor,GMAIL.COM,,,,0
Jane,2018-12-27 15:55:12,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Our Kind of Traitor,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-27 05:48:52,NEW_DEVICE_LOGIN,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-12-26 13:23:01,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,You,GMAIL.COM,,,,0
Jane,2018-12-26 13:23:01,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,You,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-26 09:59:11,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,You,GMAIL.COM,,,,0
Jane,2018-12-26 00:29:12,NEW_DEVICE_LOGIN,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-12-16 17:09:24,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,RUSSELL BRAND: RE:BIRTH,GMAIL.COM,,,,0
Jane,2018-12-16 17:09:24,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,RUSSELL BRAND: RE:BIRTH,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-16 17:09:24,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,RUSSELL BRAND: RE:BIRTH,GMAIL.COM,,,,0
Jane,2018-12-13 13:06:28,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,The Christmas Chronicles,GMAIL.COM,,,,0
Jane,2018-12-09 14:36:36,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Angela's Christmas,GMAIL.COM,,,,0
Jane,2018-12-06 15:52:56,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Angela's Christmas,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-06 15:52:56,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Angela's Christmas,GMAIL.COM,,,,0
Jane,2018-12-06 15:52:55,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Angela's Christmas,GMAIL.COM,,,APPLE_iPhone10-4,0
Jane,2018-12-06 13:18:31,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,GB,,,The Innocent Man,GMAIL.COM,,2018-12-07 17:51:13,APPLE_iPhone10-4,1
Jane,2018-12-06 13:18:31,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,GB,en-GB,en-GB,The Innocent Man,GMAIL.COM,,,,0
Jane,2018-12-06 13:18:31,PUSH_ORIGINALS_PREPROMOTE,PUSH,GB,en-GB,en-GB,The Innocent Man,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-02 13:35:19,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Walt: The Man Behind the Myth,GMAIL.COM,,,,0
Jane,2018-12-02 13:35:19,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Walt: The Man Behind the Myth,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-12-02 13:28:18,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Walt: The Man Behind the Myth,GMAIL.COM,,,,0
Jane,2018-12-01 14:21:47,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,The Man Who Invented Christmas,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-30 23:12:06,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,The Man Who Invented Christmas,GMAIL.COM,,,,0
Jane,2018-11-29 20:54:26,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,The Man Who Invented Christmas,GMAIL.COM,,,,0
Jane,2018-11-29 13:48:15,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,GB,,,Mowgli: Legend of the Jungle,GMAIL.COM,,,,0
Jane,2018-11-29 13:48:15,PUSH_ORIGINALS_PREPROMOTE,PUSH,GB,en-GB,en-GB,Mowgli: Legend of the Jungle,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-29 13:00:02,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,GB,en-GB,en-GB,Mowgli: Legend of the Jungle,GMAIL.COM,,,,0
Jane,2018-11-25 18:17:53,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,Trevor Noah: Son of Patricia,GMAIL.COM,,,,0
Jane,2018-11-25 18:17:53,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,Trevor Noah: Son of Patricia,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-25 18:17:53,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,Trevor Noah: Son of Patricia,GMAIL.COM,,,,0
Jane,2018-11-22 14:40:20,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,The Christmas Chronicles,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-22 14:39:39,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,The Christmas Chronicles,GMAIL.COM,,,,0
Jane,2018-11-22 14:38:49,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,The Christmas Chronicles,GMAIL.COM,,,,0
Jane,2018-11-18 13:07:08,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Planet Earth II,GMAIL.COM,,,,0
Jane,2018-11-18 13:07:08,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Planet Earth II,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-18 12:50:29,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Planet Earth II,GMAIL.COM,,,,0
Jane,2018-11-16 20:19:03,EVO_HITCH_CONFIRMATION_OF_STREAMING_PLAN_CHANGE,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-11-16 20:14:29,EVO_HITCH_CONFIRMATION_OF_STREAMING_PLAN_CHANGE,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-11-16 20:09:25,NEW_DEVICE_LOGIN,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-11-15 18:09:36,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,The Sinner,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-15 18:09:36,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,The Sinner,GMAIL.COM,,,,0
Jane,2018-11-15 18:09:35,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,The Sinner,GMAIL.COM,,,,0
Jane,2018-11-08 23:41:34,WII_DEVICE_RETIREMENT,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-11-04 15:07:30,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,Derren Brown: Sacrifice,GMAIL.COM,,,,0
Jane,2018-11-04 15:07:30,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,Derren Brown: Sacrifice,GMAIL.COM,,,,0
Jane,2018-11-04 15:07:30,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,Derren Brown: Sacrifice,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-02 13:23:19,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,House of Cards,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-02 13:23:18,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,GB,,,House of Cards,GMAIL.COM,,,,0
Jane,2018-11-02 12:13:35,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,ADAM SANDLER 100% FRESH,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-11-02 11:17:53,EMAIL_NEW_SEASON_ALERT,EMAIL,GB,en-GB,en-GB,House of Cards,GMAIL.COM,,,,0
Jane,2018-11-01 15:55:39,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,ADAM SANDLER 100% FRESH,GMAIL.COM,,,,0
Jane,2018-10-28 14:03:24,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Cloud Atlas,GMAIL.COM,,,APPLE_iPhone8-4,0
Jane,2018-10-28 14:03:24,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Cloud Atlas,GMAIL.COM,,,,0
Jane,2018-10-28 14:03:24,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Cloud Atlas,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-26 13:26:50,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Peep Show,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-26 13:25:14,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Peep Show,GMAIL.COM,,,,0
Jane,2018-10-25 21:36:40,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Peep Show,GMAIL.COM,,,,0
Jane,2018-10-21 13:42:04,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Thelma & Louise,GMAIL.COM,,,,0
Jane,2018-10-21 13:42:04,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Thelma & Louise,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-21 13:42:03,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Thelma & Louise,GMAIL.COM,,,,0
Jane,2018-10-19 12:29:02,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Wonder,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-19 11:29:09,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Wonder,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-18 19:53:09,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Wonder,GMAIL.COM,,,,0
Jane,2018-10-18 12:19:09,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,GB,,,Chilling Adventures of Sabrina,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-18 12:19:09,PUSH_ORIGINALS_PREPROMOTE,PUSH,GB,en-GB,en-GB,Chilling Adventures of Sabrina,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-18 11:47:13,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,GB,en-GB,en-GB,Chilling Adventures of Sabrina,GMAIL.COM,,,,0
Jane,2018-10-12 12:49:02,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,The Curious Creations of Christine McConnell,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-12 12:38:15,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,The Curious Creations of Christine McConnell,GMAIL.COM,,,,0
Jane,2018-10-12 11:05:57,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,The Curious Creations of Christine McConnell,GMAIL.COM,,,,0
Jane,2018-10-11 12:55:17,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Salt Fat Acid Heat,GMAIL.COM,,,,0
Jane,2018-10-11 12:55:17,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Salt Fat Acid Heat,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-11 10:23:46,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,Salt Fat Acid Heat,GMAIL.COM,,,,0
Jane,2018-10-08 12:27:19,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Friends,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-08 12:27:18,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Friends,GMAIL.COM,,,,0
Jane,2018-10-07 18:01:15,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Friends,GMAIL.COM,,,,0
Jane,2018-10-05 12:24:26,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,Peep Show,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-10-05 12:02:21,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,Peep Show,GMAIL.COM,,,,0
Jane,2018-10-04 18:33:31,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,Peep Show,GMAIL.COM,,,,0
Jane,2018-09-30 12:38:19,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Gangs of New York,GMAIL.COM,,,,0
Jane,2018-09-30 12:38:19,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Gangs of New York,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-30 12:27:26,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Gangs of New York,GMAIL.COM,,,,0
Jane,2018-09-30 11:10:48,PUSH_BTN_ADD_TO_LIST,PUSH,GB,en-GB,en-GB,Maniac,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-30 11:02:37,INAPP_BTN_ADD_TO_LIST,NOTIFICATIONS,GB,,,Maniac,GMAIL.COM,,,,0
Jane,2018-09-28 11:53:24,PUSH_NEW_SEASON_ALERT,PUSH,GB,en-GB,en-GB,Jack Whitehall: Travels with My Father,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-28 11:34:30,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,GB,,,Jack Whitehall: Travels with My Father,GMAIL.COM,,,,0
Jane,2018-09-28 10:33:25,EMAIL_NEW_SEASON_ALERT,EMAIL,GB,en-GB,en-GB,Jack Whitehall: Travels with My Father,GMAIL.COM,,,,0
Jane,2018-09-27 19:03:14,NEW_DEVICE_LOGIN,EMAIL,GB,en-GB,en-GB,,GMAIL.COM,,,,0
Jane,2018-09-23 15:26:12,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Taxi Driver,GMAIL.COM,,,,0
Jane,2018-09-23 15:26:12,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Taxi Driver,GMAIL.COM,,,,0
Jane,2018-09-23 15:26:12,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Taxi Driver,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-21 12:29:31,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Maniac,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-21 12:16:07,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Maniac,GMAIL.COM,,,,0
Jane,2018-09-21 10:03:56,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,Maniac,GMAIL.COM,,,,0
Jane,2018-09-20 14:00:54,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT,NOTIFICATIONS,GB,,,Burn After Reading,GMAIL.COM,,,,0
Jane,2018-09-20 14:00:54,EMAIL_WHAT_TO_WATCH_MOVIE_NIGHT,EMAIL,GB,en-GB,en-GB,Burn After Reading,GMAIL.COM,,,,0
Jane,2018-09-20 14:00:54,PUSH_WHAT_TO_WATCH_MOVIE_NIGHT,PUSH,GB,en-GB,en-GB,Burn After Reading,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-20 11:49:26,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,GB,,,Jack Whitehall: Travels with My Father,GMAIL.COM,,,,0
Jane,2018-09-20 10:05:38,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,GB,en-GB,en-GB,Jack Whitehall: Travels with My Father,GMAIL.COM,,,,0
Jane,2018-09-14 12:52:11,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Norm Macdonald Has a Show,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-14 12:52:10,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Norm Macdonald Has a Show,GMAIL.COM,,,,0
Jane,2018-09-14 12:52:10,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,Norm Macdonald Has a Show,GMAIL.COM,,,,0
Jane,2018-09-13 14:10:30,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,GB,,,Inside the Criminal Mind,GMAIL.COM,,,,0
Jane,2018-09-13 14:10:30,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,GB,en-GB,en-GB,Inside the Criminal Mind,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-13 14:10:30,EMAIL_WHAT_TO_WATCH_SUGGESTIONS,EMAIL,GB,en-GB,en-GB,Inside the Criminal Mind,GMAIL.COM,,,,0
Jane,2018-09-13 12:55:56,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,GB,en-GB,en-GB,Maniac,GMAIL.COM,,,,0
Jane,2018-09-13 12:10:34,PUSH_ORIGINALS_PREPROMOTE,PUSH,GB,en-GB,en-GB,Maniac,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-13 12:07:35,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,GB,,,Maniac,GMAIL.COM,,,,0
Jane,2018-09-07 12:44:20,PUSH_NEW_ARRIVALS,PUSH,GB,en-GB,en-GB,Sierra Burgess Is a Loser,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-07 12:35:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,GB,,,Sierra Burgess Is a Loser,GMAIL.COM,,,,0
Jane,2018-09-07 12:33:11,EMAIL_NEW_ARRIVALS,EMAIL,GB,en-GB,en-GB,Sierra Burgess Is a Loser,GMAIL.COM,,,,0
Jane,2018-09-06 12:39:13,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,GB,en-GB,en-GB,World War II in Colour,GMAIL.COM,,,APPLE_iPad4-1,0
Jane,2018-09-06 12:39:12,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,GB,,,World War II in Colour,GMAIL.COM,,,,0
Jane,2018-09-06 11:58:16,EMAIL_WHAT_TO_WATCH_TOP_PICKS,EMAIL,GB,en-GB,en-GB,World War II in Colour,GMAIL.COM,,,,0
