Esn,Country,Region Code,Device Description,Ip,Ts
NFAPPL-01-IPAD11=1-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,HRT,Apple iPad Mini 5th Gen (Wi-Fi),2a00:23c4:c04:8301:1c15:653a:f0e9:3595,2021-09-20 18:43:17
