Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Jane,GB,iPad,0,it cr,-1,add_to_list,video_info,2018-03-01 21:19:53
Jane,GB,iPad,0,it cr,the it crowd,view_video_info,title_results,2018-03-01 21:19:49
Jane,GB,Smart TV,0,pea,peaky blinders,view_video_info,title_results,2018-03-01 19:59:32
Jane,GB,Smart TV,0,pea,peaky blinders,play,video_info,2018-03-01 19:59:32
Jane,AU,Laptop/Desktop,0,black ,black books,play,title_results,2018-03-01 17:02:15
Jane,AU,Laptop/Desktop,0,the it ,the it crowd,view_video_info,title_results,2018-03-01 16:37:48
Jane,AU,Laptop/Desktop,0,the it ,the it crowd,play,video_info,2018-03-01 16:37:36
Jane,AU,Laptop/Desktop,0,the it ,the it crowd,view_video_info,title_results,2018-03-01 16:37:05
Jane,GB,Smart TV,0,weird ,wargames,add_to_list,video_info,2018-02-25 22:44:35
Jane,GB,Smart TV,0,weird ,-1,view_video_info,suggestion_title_results,2018-02-25 22:44:33
Jane,GB,Smart TV,0,weird ,wargames,play,video_info,2018-02-25 22:44:33
Jane,GB,Smart TV,0,weird ,-1,view_suggestion_info,suggestion_results,2018-02-25 22:44:23
Jane,GB,Smart TV,0,ferr,ferris bueller's day off,view_video_info,title_results,2018-02-25 18:09:04
Jane,GB,Smart TV,0,ferr,ferris bueller's day off,play,video_info,2018-02-25 18:09:04
Jane,GB,iPad,0,clo,the cloverfield paradox,view_video_info,title_results,2018-02-11 19:16:43
Jane,GB,iPhone,0,dont look,don't look now,view_suggestion_info,suggestion_results,2018-02-10 18:23:11
Jane,GB,Smart TV,0,slo,slow tv: the telemark canal,play,video_info,2018-02-09 21:05:03
Jane,GB,Smart TV,0,slo,slow tv: the telemark canal,view_video_info,title_results,2018-02-09 21:05:03
Jane,GB,Smart TV,0,slo,slow tv: northern passage,view_video_info,title_results,2018-02-09 21:04:14
Jane,GB,Smart TV,0,slo,slow tv: northern passage,play,video_info,2018-02-09 21:04:14
Jane,GB,iPad,0,cloverf,the cloverfield paradox,view_video_info,suggestion_title_results,2018-02-09 20:52:32
Jane,GB,iPad,0,cloverf,10 cloverfield lane,view_suggestion_info,suggestion_results,2018-02-09 20:52:29
Jane,GB,Smart TV,0,slow,slow tv: salmon fishing,play,video_info,2018-02-07 22:07:26
Jane,GB,Smart TV,0,slow,slow tv: salmon fishing,view_video_info,title_results,2018-02-07 22:07:26
Jane,GB,Smart TV,0,slow,slow tv: national firewood morning,add_to_list,video_info,2018-02-07 22:07:09
Jane,GB,Smart TV,0,slow,slow tv: national firewood morning,view_video_info,title_results,2018-02-07 22:07:06
Jane,GB,Smart TV,0,slow,slow tv: national firewood morning,play,video_info,2018-02-07 22:07:06
Jane,GB,Smart TV,0,slow,slow tv: national firewood morning,view_video_info,title_results,2018-02-07 22:06:43
Jane,GB,Smart TV,0,slow,slow tv: national firewood morning,play,video_info,2018-02-07 22:06:43
Jane,GB,iPhone,0,slow,-1,add_to_list,video_info,2018-02-07 11:50:59
Jane,GB,iPhone,0,slow,slow tv: train ride bergen to oslo,view_video_info,title_results,2018-02-07 11:50:54
Jane,GB,Smart TV,0,ala,i'm alan partridge,play,video_info,2018-01-27 19:47:51
Jane,GB,Smart TV,0,ala,i'm alan partridge,play,video_info,2018-01-27 19:03:05
Jane,GB,Smart TV,0,ala,i'm alan partridge,play,video_info,2018-01-27 19:02:57
Jane,GB,Smart TV,0,ala,i'm alan partridge,view_video_info,title_results,2018-01-27 18:31:56
Jane,GB,Smart TV,0,ala,i'm alan partridge,play,video_info,2018-01-27 18:31:56
Jane,GB,iPhone,0,maru,the martian,view_video_info,title_results,2018-01-21 17:23:44
Jane,GB,iPhone,0,maru,meru,view_video_info,title_results,2018-01-21 17:22:53
Jane,GB,Smart TV,0,mer,meru,play,video_info,2018-01-01 16:30:08
Jane,GB,Smart TV,0,mer,meru,view_video_info,title_results,2018-01-01 16:30:08
Jane,GB,iPhone,0,bridge ,bridge of spies,view_video_info,title_results,2017-12-26 20:44:38
Jane,GB,iPhone,0,hackshaw,hacksaw ridge,view_video_info,title_results,2017-12-26 20:44:30
Jane,GB,iPhone,0,drive,drive,view_video_info,title_results,2017-12-26 20:43:28
Jane,GB,Xbox One,0,spec,spectre,view_suggestion_info,suggestion_results,2017-12-25 18:48:04
Jane,GB,iPhone,0,casino,casino royale,view_suggestion_info,suggestion_results,2017-12-24 19:45:14
Jane,GB,Xbox One,0,the ni,the night before,play,video_info,2017-12-09 15:00:01
Jane,GB,Xbox One,0,the ni,the night before,view_video_info,title_results,2017-12-09 15:00:01
Jane,AU,Laptop/Desktop,0,ala,aladdin,play,title_results,2017-12-06 13:19:09
Jane,AU,Laptop/Desktop,0,batman,evolution,play,title_results,2017-12-04 15:19:33
Jane,AU,Laptop/Desktop,0,batman,the dark knight rises,play,title_results,2017-12-04 12:29:05
Jane,GB,Smart TV,0,dadd,daddy's home,view_video_info,title_results,2017-12-03 16:00:44
Jane,GB,Smart TV,0,dadd,daddy's home,play,video_info,2017-12-03 16:00:44
Jane,GB,Smart TV,0,dj,django unchained,play,video_info,2017-12-02 19:49:45
Jane,GB,Smart TV,0,dj,django unchained,view_video_info,title_results,2017-12-02 19:49:45
Jane,GB,iPhone,0,jackie brown,foxy brown,view_video_info,title_results,2017-12-02 19:40:11
Jane,GB,Smart TV,0,jim,"jim & andy: the great beyond - featuring a very special, contractually obligated mention of tony clifton",view_video_info,title_results,2017-12-02 19:14:21
Jane,GB,Smart TV,0,jim,"jim & andy: the great beyond - featuring a very special, contractually obligated mention of tony clifton",play,video_info,2017-12-02 19:14:21
Jane,AU,Laptop/Desktop,0,tranc,transcendence,play,title_results,2017-12-01 13:00:42
Jane,GB,Xbox One,0,mob,making of the mob,view_video_info,title_results,2017-11-28 20:21:06
Jane,GB,Xbox One,0,mob,making of the mob,play,video_info,2017-11-28 20:21:06
Jane,AU,Laptop/Desktop,0,scarey movie,scary movie 2,play,title_results,2017-11-27 12:51:30
Jane,AU,Laptop/Desktop,0,human plan,kill bill: vol. 2,play,title_results,2017-11-26 14:36:21
Jane,AU,Laptop/Desktop,0,human plan,south pacific,play,title_results,2017-11-26 13:37:46
Jane,AU,Laptop/Desktop,0,elf,white chicks,play,title_results,2017-11-26 05:42:58
Jane,GB,Smart TV,0,elys,elysium,play,video_info,2017-11-25 21:48:23
Jane,GB,Smart TV,0,elys,elysium,view_video_info,title_results,2017-11-25 21:48:23
Jane,GB,Smart TV,0,wick,john wick,view_video_info,title_results,2017-11-25 19:43:27
Jane,GB,Smart TV,0,wick,john wick,play,video_info,2017-11-25 19:43:27
Jane,AU,Laptop/Desktop,0,american pie,"pablo escobar, el patrón del mal",play,title_results,2017-11-25 15:22:24
Jane,AU,Laptop/Desktop,0,american pie,white chicks,play,title_results,2017-11-25 15:22:08
Jane,AU,Laptop/Desktop,0,the hang,bad santa,play,title_results,2017-11-25 13:42:51
Jane,AU,Laptop/Desktop,0,the hang,sex tape,play,title_results,2017-11-25 12:27:01
Jane,AU,Laptop/Desktop,0,deadpool,deadpool,view_suggestion_info,suggestion_results,2017-11-24 11:36:24
Jane,GB,Smart TV,0,wil,great wild north,play,video_info,2017-11-22 21:00:00
Jane,GB,Smart TV,0,wil,great wild north,view_video_info,title_results,2017-11-22 21:00:00
Jane,AU,Laptop/Desktop,0,schindlers list,schindler's list,play,title_results,2017-11-18 13:49:04
Jane,AU,Laptop/Desktop,0,chamge,chappie,play,title_results,2017-11-16 13:23:47
Jane,AU,Laptop/Desktop,0,brave,braveheart,play,title_results,2017-11-15 12:06:57
Jane,US,Laptop/Desktop,0,ver,versailles,view_video_info,title_results,2017-11-15 07:02:42
